55,东营子,116.690855,41.471029,Table Name
56,老虎沟门雾拉海沟,116.540726,41.543999,54 哈拉海湾村南天门沟 116.617769 41.615392
57,上窝铺村,116.628797,41.56152,54 哈拉海湾村南天门沟 116.617769 41.615392
58,乐国村宅户沟,116.610625,41.543239,54 哈拉海湾村南天门沟 116.617769 41.615392
59,东山神庙村,117.849,41.56,54 哈拉海湾村南天门沟 116.617769 41.615392
60,槽碾沟村,117.544,41.5,54 哈拉海湾村南天门沟 116.617769 41.615392
61,山湾村,117.042665,41.176324,54 哈拉海湾村南天门沟 116.617769 41.615392
62,官木山村,117.15976,41.85521,54 哈拉海湾村南天门沟 116.617769 41.615392
63,石人沟村,117.024689,41.073532,54 哈拉海湾村南天门沟 116.617769 41.615392
64,高营村,117.120465,41.040168,54 哈拉海湾村南天门沟 116.617769 41.615392
65,东山神庙村,117.849,41.56,54 哈拉海湾村南天门沟 116.617769 41.615392
66,八间房村,116.5819,41.021,54 哈拉海湾村南天门沟 116.617769 41.615392
67,平山村,116.5932,40.5922,54 哈拉海湾村南天门沟 116.617769 41.615392
68,三道沟门村,116.546,40.5931,54 哈拉海湾村南天门沟 116.617769 41.615392
69,小兰营村,116.5033,41.26,54 哈拉海湾村南天门沟 116.617769 41.615392
70,大金营村,116.5024,41.221,54 哈拉海湾村南天门沟 116.617769 41.615392
71,小营子村,116.484,41.341,54 哈拉海湾村南天门沟 116.617769 41.615392
72,黄土梁村,116.4451,41.423,54 哈拉海湾村南天门沟 116.617769 41.615392
73,东沟村,116.4435,41.17,54 哈拉海湾村南天门沟 116.617769 41.615392
74,西山神庙村,116.4444,41.219,54 哈拉海湾村南天门沟 116.617769 41.615392
75,喇嘛栅子村,116.4839,40.58,54 哈拉海湾村南天门沟 116.617769 41.615392
